id,lifeSat,age,emplStat55,healthSat,livtog
80301,8,59,1,8,1
80301,8,60,1,8,1
80401,8,55,1,8,1
80401,8,56,1,8,1
80401,8,57,1,7,1
80401,8,58,1,8,1
80401,7,59,1,8,1
80401,7,60,1,8,1
81301,6,55,3,4,1
81301,7,56,3,5,1
81301,5,57,3,5,1
81301,5,58,3,5,1
81301,6,59,3,4,1
81301,7,60,3,7,1
81601,6,55,1,5,1
81601,10,56,1,5,1
81601,5,57,1,5,1
81601,8,58,1,5,1
81601,9,59,1,10,1
81601,10,60,1,5,1
82201,4,55,1,2,1
82301,8,55,1,5,1
82301,7,56,1,6,1
82301,7,57,1,7,1
82301,8,58,1,6,1
82401,8,55,1,8,1
82401,7,56,1,8,0
82401,8,57,1,9,0
82401,7,58,1,9,1
82401,7,59,1,9,1
82901,6,55,1,3,1
82901,8,56,1,2,1
82901,7,57,1,4,1
82901,6,58,1,5,1
82901,6,59,1,3,1
82901,6,60,1,3,1
83001,10,55,1,10,0
83001,8,56,1,5,0
83001,8,57,1,8,0
83001,7,58,1,6,0
83001,6,59,1,10,0
83001,8,60,1,1,0
83002,8,55,1,8,0
83002,10,56,1,8,0
83002,7,57,1,5,0
83002,5,58,1,7,0
83002,8,59,1,3,0
83002,7,60,1,5,0
83801,6,55,3,3,1
83801,8,56,3,5,1
83801,8,57,3,4,1
83801,7,58,3,4,1
83801,6,59,3,4,1
83801,8,60,3,8,1
83902,8,55,2,5,0
83902,7,56,2,7,0
83902,8,57,2,10,0
83902,7,58,2,5,0
83902,7,59,2,5,0
83902,7,60,2,6,0
84801,5,55,1,2,0
84801,4,56,1,3,0
84801,4,57,1,2,0
84801,7,58,1,6,0
84801,7,59,1,3,0
84801,7,60,1,7,0
84802,8,55,2,8,0
84802,9,56,2,7,0
84802,8,57,2,6,0
84802,7,58,2,7,0
84802,7,59,2,6,0
84802,8,60,2,7,0
85201,7,55,1,5,1
85201,5,56,1,2,1
85201,3,57,1,1,1
85201,3,58,1,2,1
85201,4,59,1,3,1
85201,7,60,1,3,1
85401,5,55,1,5,1
85601,3,55,1,3,1
85601,6,56,1,5,1
85601,3,57,1,2,1
85601,3,58,1,2,1
85601,8,59,1,7,1
85601,8,60,1,3,1
86701,8,55,1,6,1
86701,8,56,1,5,1
86701,8,57,1,4,1
86701,7,58,1,4,1
86701,7,59,1,4,1
86701,6,60,1,4,1
86801,8,55,1,5,1
86801,10,56,1,8,1
86801,8,57,1,8,1
86801,8,58,1,6,1
86801,8,59,1,4,1
86801,8,60,1,8,1
87101,3,55,2,4,1
87101,5,56,2,5,1
87101,8,57,2,6,1
87101,7,58,2,8,1
87101,5,59,2,3,1
87101,7,60,2,2,1
87401,10,55,3,5,0
87401,10,56,3,5,0
87401,6,57,3,5,0
87401,5,58,3,5,0
87401,7,59,3,2,0
87401,9,60,3,5,0
88301,8,55,1,8,1
88301,8,56,1,8,1
88301,8,58,1,8,1
88301,8,59,1,9,0
88301,8,60,1,8,0
88801,8,55,2,8,1
88801,8,56,2,10,1
88801,9,57,2,8,1
88801,8,58,2,8,1
88801,9,59,2,10,1
88801,9,60,2,9,1
89101,5,55,1,5,1
89101,6,56,1,7,1
89101,8,57,1,4,1
89101,8,58,1,7,1
89101,8,59,1,8,1
89101,8,60,1,6,1
89301,8,55,2,5,1
89401,9,55,1,9,1
89401,3,56,1,2,1
89401,5,57,1,2,1
89401,5,59,1,3,1
89401,6,60,1,2,1
89402,8,55,2,7,0
89402,8,56,2,8,0
89402,6,57,2,10,0
89402,5,58,2,10,0
89601,8,55,1,8,1
89601,8,56,1,8,1
89601,8,57,1,8,1
89601,8,58,1,8,1
89601,8,59,1,8,1
89601,8,60,1,8,1
89701,9,55,1,9,1
89701,9,56,1,9,1
89701,9,57,1,9,1
89701,9,58,1,9,1
89701,9,59,1,9,1
89701,9,60,1,9,1
89801,5,55,3,1,1
89801,8,56,3,1,1
89801,6,57,3,2,1
89801,8,58,3,5,1
89801,8,59,3,2,1
89801,9,60,3,4,1
90001,8,55,1,8,1
90001,7,56,1,7,1
90001,8,57,1,7,1
90001,8,58,1,8,1
90001,8,59,1,7,1
90001,8,60,1,7,1
90101,9,55,1,9,1
90101,9,56,1,9,1
90101,9,57,1,9,1
90101,9,58,1,9,1
90301,7,55,1,7,1
90602,7,55,2,5,0
90602,7,56,2,7,0
90602,7,57,2,8,0
90602,7,58,2,7,1
90602,8,59,2,7,1
90602,7,60,2,7,1
91201,8,55,3,8,1
91501,8,55,1,8,0
91501,8,56,1,7,0
91501,10,57,1,9,0
91501,8,58,1,7,0
91501,8,59,1,7,0
91501,8,60,1,7,0
92101,9,55,1,9,1
92101,8,56,1,8,1
92101,8,57,1,9,1
92101,8,58,1,8,1
92101,8,59,1,9,1
92101,9,60,1,9,1
93801,5,55,1,5,1
93801,6,56,1,4,1
93801,9,57,1,7,1
93801,8,58,1,5,1
93801,3,59,1,3,1
93801,5,60,1,7,1
93901,6,55,2,5,1
93901,5,56,2,8,1
93901,6,57,2,7,1
93901,7,58,2,9,1
93901,8,59,2,10,1
93901,5,60,2,10,1
94701,7,55,1,7,1
94701,9,56,1,6,1
94701,8,57,1,4,1
94701,7,58,1,6,1
94701,6,59,1,5,1
94701,7,60,1,7,1
94901,8,55,1,9,1
94901,9,56,1,8,1
95001,10,55,1,6,1
95001,10,56,1,6,1
95001,10,57,1,6,1
95001,10,58,1,9,1
95001,10,59,1,7,1
95001,10,60,1,5,1
96001,8,55,1,8,1
96001,9,56,1,8,1
96001,8,57,1,8,1
96001,8,58,1,9,1
96001,8,59,1,9,1
96001,8,60,1,9,1
96301,8,55,1,8,1
96301,7,56,1,9,1
96301,8,57,1,8,1
96301,9,58,1,9,1
96301,8,59,1,9,1
96301,7,60,1,8,1
96501,8,55,1,6,1
96501,8,56,1,7,1
96501,7,57,1,7,1
96501,3,58,1,3,1
96801,7,55,1,5,1
96801,7,56,1,5,1
96801,9,57,1,5,1
96801,8,58,1,5,1
97001,5,55,2,6,0
97201,8,55,1,7,1
97201,8,56,1,8,1
97201,8,57,1,9,1
97201,8,58,1,9,1
97201,9,59,1,8,1
97201,8,60,1,9,1
97901,5,55,3,1,1
97901,5,56,3,1,1
97901,8,57,3,5,1
97901,7,58,3,7,1
97901,8,59,3,4,1
97901,6,60,3,6,1
98002,7,55,1,8,0
98101,8,55,1,8,1
98101,8,56,1,8,1
98101,8,57,1,8,1
98101,8,58,1,8,1
98101,7,59,1,8,1
98101,8,60,1,7,1
98301,9,55,1,8,1
98301,7,56,1,8,1
98301,8,57,1,5,1
98301,8,58,1,9,1
98301,8,59,1,9,1
98301,8,60,1,8,1
98801,8,55,3,7,1
98801,8,56,3,8,1
98801,10,57,3,8,1
98801,10,58,3,10,1
98801,8,59,3,9,1
98801,9,60,3,10,1
99501,5,55,3,6,1
99501,10,56,3,0,1
99501,7,57,3,2,1
99501,6,58,3,3,1
99501,4,59,3,4,1
99501,8,60,3,3,1
99601,8,55,2,8,1
99601,10,56,2,10,1
99601,10,57,2,7,1
99601,10,58,2,8,1
99601,10,59,2,10,1
99601,10,60,2,10,1
99801,8,55,1,6,1
99801,9,56,1,6,1
99801,7,57,1,0,1
99801,9,58,1,3,1
99801,8,59,1,6,1
99801,7,60,1,2,1
100001,7,55,1,10,0
100001,7,56,1,10,0
100001,8,57,1,10,0
100001,9,58,1,10,0
100001,8,59,1,10,0
100001,9,60,1,10,0
100901,6,55,1,5,1
100901,5,56,1,5,1
100901,5,57,1,5,1
100901,4,58,1,5,1
100901,3,59,1,2,1
100901,5,60,1,5,1
101401,6,55,1,5,1
101401,10,56,1,5,1
101401,8,57,1,6,1
101401,8,58,1,4,1
101401,5,59,1,6,1
101401,8,60,1,5,1
102602,5,55,3,5,0
102602,10,56,3,7,0
102901,9,55,1,9,1
102901,6,56,1,9,1
102901,9,57,1,9,1
102901,9,58,1,8,1
102901,9,59,1,8,1
102901,9,60,1,9,1
103301,5,55,1,6,0
103301,5,56,1,7,0
103301,6,57,1,5,0
103801,8,55,1,5,0
103801,8,56,1,3,0
103801,8,57,1,5,0
103801,4,58,1,1,0
103801,5,59,1,2,0
103801,7,60,1,0,0
104501,7,55,2,9,1
104701,10,55,1,6,1
104701,10,56,1,4,1
104701,10,57,1,5,1
104701,8,58,1,5,1
104701,10,59,1,8,1
104701,9,60,1,8,1
105201,5,55,3,0,0
105201,0,56,3,3,0
105201,4,57,3,0,0
105201,0,58,3,4,0
105201,6,59,3,4,0
105201,0,60,3,3,0
105401,10,55,1,10,0
105401,10,56,1,7,1
105401,8,57,1,7,1
105401,5,58,1,4,1
105401,10,59,1,10,1
105401,10,60,1,6,1
105601,6,55,1,6,1
105902,7,55,3,7,0
105902,7,56,3,2,0
105902,8,57,3,6,0
105902,5,58,3,5,0
105902,8,59,3,7,0
105902,8,60,3,4,0
106701,8,55,1,7,0
106701,8,56,1,6,0
106701,8,57,1,7,0
106701,8,58,1,7,0
106901,9,55,1,8,1
106901,8,56,1,7,1
107201,6,55,1,3,0
107201,3,56,1,3,0
107201,7,57,1,6,0
107201,7,58,1,7,0
107201,8,59,1,8,0
107201,7,60,1,6,0
108001,8,55,1,7,0
108001,4,56,1,8,0
108001,6,57,1,8,0
108001,6,58,1,8,0
108001,7,59,1,8,0
108001,6,60,1,8,0
108201,8,55,2,9,0
108201,8,56,2,7,0
108201,8,57,2,6,0
108201,8,58,2,8,0
108201,8,59,2,3,0
108801,8,55,1,7,1
108801,7,56,1,7,1
108801,7,57,1,8,1
108801,8,58,1,6,1
110601,9,55,1,8,1
110601,7,56,1,3,1
110601,8,57,1,8,1
110601,6,58,1,4,1
110601,7,59,1,6,1
110601,9,60,1,7,1
110801,7,55,1,5,1
110801,7,56,1,5,1
110801,7,57,1,6,1
110801,5,58,1,3,1
110801,6,59,1,4,1
111101,9,55,2,8,1
111101,8,56,2,8,1
111101,8,57,2,7,1
111101,8,58,2,6,1
111101,8,59,2,8,1
111101,9,60,2,8,1
111201,5,55,3,4,0
111201,5,56,3,3,0
111201,8,57,3,6,0
111201,7,58,3,2,0
111201,5,59,3,2,0
111201,5,60,3,2,0
111701,7,55,1,7,1
111701,7,56,1,6,1
111701,7,57,1,6,1
111701,8,58,1,8,1
111701,7,59,1,6,1
111701,7,60,1,7,1
112501,4,55,3,3,1
112801,8,55,1,3,0
112801,9,56,1,7,0
112801,8,57,1,6,0
112801,10,58,1,10,0
112801,8,59,1,7,0
112801,10,60,1,8,0
113101,5,55,1,5,1
113101,7,56,1,6,1
113101,5,57,1,5,1
113101,7,58,1,8,1
113101,8,59,1,5,1
113101,8,60,1,5,1
113301,5,55,1,5,1
113301,8,56,1,3,1
113301,5,57,1,5,1
113301,5,58,1,3,1
113501,5,55,1,3,0
113501,5,56,1,6,0
113501,5,57,1,3,0
113501,7,58,1,2,0
113501,5,59,1,3,0
113501,6,60,1,4,0
114001,9,55,1,1,1
114001,8,56,1,6,1
114001,8,57,1,8,1
114001,10,58,1,6,1
114001,9,59,1,5,1
114001,10,60,1,5,1
114101,9,55,1,8,1
114101,10,56,1,8,1
114101,9,57,1,9,1
114101,9,58,1,8,1
114101,10,59,1,8,1
114101,9,60,1,8,1
114301,8,55,3,8,0
114301,7,56,3,9,0
114301,8,57,3,8,0
114301,7,58,3,8,0
114301,7,59,3,8,0
114301,8,60,3,7,0
115001,3,55,1,1,1
115001,5,56,1,1,1
115001,8,57,1,3,1
115001,8,58,1,5,1
115001,7,59,1,5,1
115001,6,60,1,4,1
115601,7,55,1,7,1
115702,7,55,1,5,0
115702,5,56,1,5,0
115702,8,57,1,4,0
115702,7,58,1,6,1
115702,8,59,1,7,1
115702,7,60,1,7,1
115901,10,55,1,10,1
115901,10,56,1,10,1
115901,10,57,1,7,1
115901,9,58,1,10,1
115901,10,59,1,10,1
116801,8,55,2,5,0
116801,7,56,2,6,0
116801,8,57,2,8,0
116801,5,58,2,5,0
116801,8,59,2,5,0
116801,8,60,2,5,0
117701,7,55,1,7,1
117701,8,56,1,8,1
117701,9,57,1,8,1
117701,8,59,1,5,1
117701,7,60,1,8,1
118201,8,55,1,6,1
118201,8,56,1,6,1
118201,7,57,1,6,1
118201,7,58,1,7,1
118201,7,59,1,5,1
118201,8,60,1,5,1
118701,9,55,1,8,1
118701,8,56,1,8,1
118701,8,57,1,8,1
118701,8,58,1,8,1
119101,4,55,1,4,1
119101,6,57,1,5,1
120401,8,55,1,8,1
120401,9,56,1,8,1
120401,9,57,1,8,1
120401,9,58,1,9,1
121401,6,55,1,10,1
122601,8,55,1,5,1
122601,3,56,1,3,1
122601,4,57,1,2,1
122601,7,58,1,3,1
122601,3,59,1,5,1
122601,4,60,1,5,1
124001,9,55,1,9,1
124001,9,56,1,9,1
124001,9,57,1,9,1
124001,8,58,1,9,1
124201,10,55,3,8,0
124201,8,56,3,7,0
124201,8,57,3,5,0
124201,6,58,3,5,0
124201,8,59,3,5,0
124201,8,60,3,3,0
124401,8,55,1,4,1
124401,7,56,1,4,1
124401,7,57,1,5,1
124401,7,58,1,6,1
124401,7,59,1,7,1
124401,8,60,1,6,1
125703,7,55,1,5,1
125703,10,56,1,10,1
125901,6,55,1,7,1
125901,7,56,1,6,1
125901,8,57,1,6,1
125901,7,58,1,7,1
125901,7,59,1,5,1
125901,6,60,1,6,1
126201,4,55,1,4,0
126201,7,56,1,5,0
126201,7,58,1,5,0
126201,8,59,1,5,0
126201,8,60,1,4,0
126202,9,55,1,6,0
126202,9,56,1,5,1
126202,7,57,1,6,1
127201,7,55,2,5,1
127201,7,56,2,5,1
127201,6,57,2,5,1
127201,7,58,2,5,1
127201,8,59,2,5,1
127201,7,60,2,6,1
127801,10,55,1,10,1
127801,9,56,1,10,1
127801,9,57,1,9,1
127801,9,58,1,10,1
127801,10,59,1,9,1
127801,8,60,1,9,1
128001,5,55,1,6,1
128001,5,56,1,3,1
128001,8,57,1,5,1
128001,6,58,1,5,1
128001,5,59,1,2,1
128001,5,60,1,1,1
128502,4,55,1,6,1
128502,3,56,1,4,1
128502,2,57,1,5,1
128502,6,58,1,5,1
128502,5,59,1,4,1
128601,7,55,1,5,1
128601,8,56,1,2,1
128601,5,57,1,1,1
128601,5,58,1,2,1
128601,6,59,1,0,1
129101,7,55,1,8,0
129101,7,56,1,5,0
129101,8,57,1,8,0
129101,5,58,1,4,0
129101,7,59,1,7,0
129701,7,55,2,8,1
129701,7,56,2,6,1
129701,7,57,2,5,1
129701,7,58,2,6,1
129701,7,59,2,5,1
129701,8,60,2,5,1
130001,7,55,1,6,0
130001,6,56,1,6,0
130001,7,57,1,5,0
130001,8,58,1,6,0
130001,8,59,1,6,0
130001,8,60,1,8,0
130201,6,55,1,6,1
130201,8,56,1,9,1
130201,7,57,1,7,1
130201,6,58,1,5,1
130201,4,59,1,3,1
130201,7,60,1,7,1
130301,7,55,1,3,1
130301,8,56,1,8,1
130301,7,57,1,8,1
130501,8,55,1,7,1
130501,6,56,1,7,1
130501,5,57,1,6,1
131201,8,55,1,4,0
131501,6,55,1,4,0
131501,7,56,1,2,0
131501,5,57,1,4,0
131501,7,58,1,6,0
131501,5,59,1,4,0
131501,5,60,1,5,0
131901,8,55,1,4,0
131901,6,56,1,4,0
131901,8,57,1,4,0
131901,6,58,1,5,0
131901,5,59,1,5,0
131901,5,60,1,5,0
132301,7,55,1,6,0
132301,8,56,1,8,1
132301,8,57,1,7,1
132301,5,58,1,5,1
132301,7,59,1,5,1
132301,8,60,1,8,1
132501,8,55,1,8,1
132501,8,56,1,9,1
132501,8,57,1,8,1
132501,9,58,1,9,1
132501,8,59,1,9,1
132501,8,60,1,9,1
132701,7,55,3,10,0
132701,10,56,3,10,0
132701,8,57,3,10,0
132701,8,58,3,10,0
132701,6,59,3,10,0
132701,9,60,3,10,0
133001,9,55,1,8,1
133001,9,57,1,8,1
133101,5,55,1,3,1
133101,8,56,1,7,1
133101,7,57,1,5,1
133101,7,58,1,8,1
133101,7,59,1,8,1
133101,8,60,1,8,1
133201,8,55,1,7,1
133201,9,56,1,5,1
133201,8,57,1,8,1
133201,8,58,1,8,1
133201,8,59,1,7,1
133201,8,60,1,8,1
133501,10,55,1,10,1
133501,8,56,1,10,1
133501,10,57,1,8,1
133501,10,58,1,10,1
134101,8,55,1,8,1
134201,5,55,1,8,0
134201,8,56,1,9,0
134201,9,57,1,9,0
134201,8,58,1,7,0
134801,8,55,1,4,1
134801,8,56,1,3,1
134801,8,57,1,5,1
134801,5,58,1,3,1
135301,7,55,1,4,1
135301,8,56,1,5,1
135301,8,57,1,5,1
135301,7,58,1,6,0
135301,7,59,1,3,0
135301,8,60,1,3,1
135601,7,55,1,6,0
135601,8,56,1,5,0
136201,5,55,1,5,1
136201,8,56,1,6,1
136201,7,57,1,7,1
136201,6,58,1,5,1
136201,3,59,1,9,1
136201,6,60,1,6,1
136301,8,55,2,8,1
136301,8,56,2,8,1
136301,8,57,2,7,1
136301,9,58,2,7,1
136301,9,59,2,7,1
136301,8,60,2,8,1
136601,5,55,1,5,1
136601,7,56,1,6,1
136601,5,57,1,5,1
136601,5,58,1,5,1
136601,7,59,1,5,1
136601,5,60,1,7,1
137101,5,55,3,7,1
137101,5,56,3,2,1
137201,5,55,2,5,1
137201,8,56,2,8,1
137201,8,57,2,8,1
137201,8,58,2,8,1
137201,5,59,2,7,1
137201,8,60,2,8,1
137601,5,55,2,7,1
137601,5,56,2,7,1
137601,7,57,2,6,1
137601,5,58,2,7,1
137601,5,59,2,7,1
137601,5,60,2,7,1
137901,7,55,1,6,1
137901,7,56,1,6,1
137901,7,57,1,6,1
137901,7,58,1,7,1
137901,7,59,1,6,1
137901,7,60,1,6,1
138201,8,55,1,7,0
138201,9,56,1,8,0
138201,7,57,1,7,0
138201,8,58,1,8,1
138201,8,59,1,8,1
138201,8,60,1,8,1
138401,9,55,1,7,1
138401,9,56,1,9,1
138401,8,57,1,7,1
138401,8,58,1,6,1
138401,6,59,1,8,1
138401,8,60,1,9,1
138501,6,55,1,6,1
138501,7,56,1,7,1
138501,6,57,1,6,1
138501,5,58,1,5,1
138501,7,59,1,7,1
138501,8,60,1,7,1
139001,7,55,1,6,1
139001,9,56,1,8,1
139001,9,57,1,7,1
139001,8,58,1,7,1
139001,8,59,1,7,1
139001,8,60,1,8,1
139101,6,55,1,6,1
139101,0,56,1,4,1
139101,5,57,1,3,1
139101,6,58,1,4,1
139101,5,59,1,3,1
139101,5,60,1,4,1
139601,8,55,1,8,0
139601,9,56,1,9,0
139601,8,57,1,8,0
139901,2,55,2,6,1
139901,7,56,2,7,1
139901,6,57,2,6,1
140001,5,55,1,9,1
140001,3,56,1,8,1
140001,8,58,1,7,1
140501,8,55,1,8,1
140501,8,56,1,9,1
140501,8,57,1,7,1
140501,9,58,1,6,1
140501,8,59,1,9,1
140501,6,60,1,9,1
140601,8,55,1,8,1
140601,8,56,1,8,1
140601,8,57,1,8,1
140601,8,58,1,7,1
140601,2,59,1,6,0
140601,8,60,1,8,0
140801,9,55,1,9,1
140801,8,56,1,8,1
140801,7,57,1,2,1
140801,10,58,1,7,1
140801,7,59,1,10,1
140801,10,60,1,7,1
141301,10,55,1,6,1
141301,6,56,1,4,1
141301,10,57,1,5,1
141301,8,58,1,3,1
141301,10,59,1,5,1
141301,10,60,1,5,1
141801,9,55,1,7,1
141801,9,56,1,5,1
141801,7,57,1,4,1
141801,9,58,1,5,1
141801,6,59,1,2,1
141801,7,60,1,4,1
142202,7,55,2,2,1
142301,5,55,1,4,1
142501,5,55,1,5,1
142501,6,56,1,0,1
142501,3,57,1,3,1
142501,7,58,1,6,1
142501,8,59,1,6,1
142501,6,60,1,5,1
142801,5,55,1,5,1
142801,8,56,1,6,1
142801,5,57,1,3,1
142801,10,58,1,8,1
142801,10,59,1,9,1
142801,7,60,1,8,1
142901,8,55,1,7,1
142901,8,57,1,8,1
142901,8,59,1,8,1
143201,8,55,1,8,1
143201,8,56,1,5,1
143201,8,57,1,5,1
143201,8,58,1,8,1
143201,8,59,1,7,1
143201,8,60,1,5,1
143901,5,55,3,0,1
143901,5,56,3,5,1
145101,8,55,1,7,1
145101,9,56,1,4,1
145101,7,57,1,6,1
145101,1,58,1,0,1
145101,7,59,1,0,1
145101,0,60,1,0,1
145302,3,55,3,1,0
145302,4,56,3,2,0
145302,3,57,3,0,0
145302,5,58,3,8,0
145302,3,59,3,1,0
145302,4,60,3,1,0
146201,5,56,1,3,1
146201,6,57,1,4,1
146201,4,58,1,7,1
146201,3,59,1,9,1
147001,5,55,1,6,1
147001,3,56,1,3,1
147001,3,57,1,4,1
147001,5,58,1,3,1
147001,7,59,1,4,1
147001,7,60,1,5,1
147301,7,55,1,7,1
147301,3,56,1,3,1
147301,5,57,1,3,0
147301,5,58,1,2,0
147301,5,59,1,2,0
147301,5,60,1,2,0
147602,8,55,2,6,1
147602,7,56,2,6,1
147602,7,57,2,6,1
147602,7,58,2,5,1
147602,6,59,2,6,1
147602,7,60,2,6,1
148001,7,55,1,6,1
148001,8,56,1,8,1
148001,6,57,1,3,1
148001,8,58,1,5,1
148001,8,59,1,5,1
148001,7,60,1,6,1
148101,6,55,1,2,1
148101,8,56,1,8,1
148101,8,57,1,8,1
148701,5,55,1,4,1
148801,9,55,1,8,0
148801,9,56,1,9,0
148801,9,57,1,10,0
148801,8,58,1,8,0
148801,8,59,1,8,0
148801,8,60,1,8,0
149301,4,55,2,6,0
149301,8,56,2,7,0
149301,7,57,2,7,0
149301,7,58,2,7,0
149301,8,59,2,8,0
149301,7,60,2,6,0
151001,10,55,1,10,0
151001,8,56,1,8,0
151001,8,57,1,7,0
151001,9,58,1,8,0
151001,10,59,1,8,0
151001,9,60,1,8,0
151301,8,55,1,8,1
151301,8,56,1,7,1
151301,8,57,1,8,1
151701,9,55,1,8,0
151701,9,56,1,8,0
151701,9,57,1,8,0
152101,4,55,1,5,0
152601,8,55,1,6,1
152601,9,56,1,6,1
152601,8,57,1,6,1
152601,8,58,1,5,1
152601,9,59,1,7,1
152601,8,60,1,8,1
152801,1,55,3,1,0
152801,7,56,3,3,0
152801,7,57,3,5,0
152801,3,58,3,2,0
152801,3,59,3,1,0
152801,5,60,3,0,0
152901,6,55,1,5,1
152901,6,56,1,2,1
152901,3,57,1,3,1
152901,6,58,1,4,1
152901,7,59,1,4,1
152901,8,60,1,4,1
153001,5,55,1,5,0
153001,5,56,1,5,0
153001,5,57,1,6,0
153301,10,55,1,10,1
153301,8,56,1,8,1
153301,6,57,1,6,1
153301,7,58,1,6,1
153301,8,59,1,7,1
153301,7,60,1,7,1
153401,7,55,1,5,1
153401,8,56,1,7,1
153401,7,57,1,8,1
153401,8,58,1,8,1
153401,8,59,1,6,1
153401,9,60,1,8,1
153701,5,55,1,1,1
153701,6,56,1,3,1
153701,6,57,1,2,1
153701,7,58,1,4,1
153701,7,59,1,1,1
153701,7,60,1,3,1
154101,7,55,1,6,1
154101,7,56,1,5,1
154101,8,57,1,6,1
154101,7,58,1,8,1
154101,7,59,1,7,1
154101,7,60,1,7,1
154201,7,55,1,6,1
154201,9,56,1,7,1
154201,8,57,1,7,1
154201,9,58,1,8,1
154201,6,59,1,6,1
154201,8,60,1,8,1
154301,9,55,3,5,0
154301,8,56,3,2,0
154301,10,57,3,3,0
154301,8,58,3,7,0
154301,8,59,3,5,0
154301,9,60,3,1,0
154703,6,55,1,2,1
154703,6,56,1,1,1
155201,9,55,1,6,1
155201,8,56,1,7,1
155201,10,57,1,5,1
156001,8,55,1,10,1
156001,10,56,1,10,1
156001,9,57,1,10,1
156001,10,58,1,10,1
156001,8,59,1,9,1
156001,9,60,1,5,1
156201,8,55,1,7,1
156201,8,56,1,7,1
156201,8,57,1,8,1
156901,10,56,3,8,0
156901,8,57,3,6,0
156901,8,58,3,6,0
156901,8,59,3,5,0
156901,8,60,3,7,0
157201,7,55,1,7,1
157201,8,56,1,7,1
157201,7,57,1,10,1
157201,7,58,1,9,1
157201,7,59,1,9,1
157201,8,60,1,9,1
157401,10,55,1,6,1
157401,10,56,1,4,1
157401,10,57,1,6,1
157401,8,58,1,8,1
157401,8,59,1,7,1
157401,9,60,1,6,1
157601,5,55,1,5,1
157601,7,56,1,6,1
157601,8,57,1,8,1
157601,7,58,1,5,1
157601,8,59,1,8,1
157601,8,60,1,8,1
157901,8,55,1,7,1
157901,7,56,1,7,1
158301,7,55,1,5,1
158301,6,56,1,4,1
159501,8,55,1,5,1
159501,7,56,1,6,1
159501,8,57,1,5,1
159501,7,58,1,5,1
159501,6,59,1,6,1
159501,7,60,1,5,1
159901,4,55,1,5,0
159901,5,56,1,6,0
159901,5,57,1,5,0
159901,5,58,1,5,0
159901,4,59,1,5,0
159901,6,60,1,5,0
161001,6,55,1,7,1
161001,5,56,1,6,1
161001,7,57,1,6,1
161401,10,55,1,4,1
161401,5,56,1,0,1
161401,8,57,1,4,1
161401,8,58,1,5,1
161401,9,59,1,3,1
161401,7,60,1,3,1
161601,8,55,3,5,1
161601,6,56,3,5,1
161601,6,57,3,3,1
161601,5,58,3,5,1
161601,8,59,3,5,1
161601,5,60,3,5,1
161801,8,55,1,5,1
161801,8,56,1,7,1
161801,8,57,1,5,1
161801,8,58,1,5,1
161801,8,59,1,5,1
161801,6,60,1,4,1
161901,8,55,1,9,1
161901,8,56,1,9,1
161901,7,57,1,7,1
161901,6,58,1,6,1
161901,8,59,1,8,1
161901,7,60,1,9,1
161902,8,55,1,10,1
161902,8,56,1,10,1
161902,8,57,1,10,1
161902,8,58,1,9,1
161902,7,59,1,10,1
162001,6,55,2,4,1
162001,6,56,2,6,1
162001,6,57,2,6,1
162001,7,58,2,8,1
162001,8,59,2,7,1
162001,5,60,2,8,1
162301,6,55,1,6,1
162301,6,56,1,6,1
162401,9,55,1,9,1
162401,8,56,1,9,1
162401,8,57,1,9,1
162401,7,58,1,9,1
162401,9,59,1,9,1
162401,9,60,1,10,1
162604,3,55,1,6,1
162604,3,56,1,3,1
162604,6,58,1,2,0
163001,8,55,3,7,1
163001,6,56,3,6,1
163001,7,57,3,4,1
163001,7,58,3,5,1
163001,8,59,3,7,1
163001,6,60,3,7,1
163301,10,55,1,9,1
163301,10,56,1,9,1
163301,9,57,1,9,1
163301,9,58,1,9,1
163301,9,59,1,9,1
163301,8,60,1,9,1
163501,8,55,3,7,1
163501,8,56,3,8,1
163501,8,57,3,8,1
163501,8,58,3,8,1
163501,8,59,3,9,1
163501,8,60,3,8,1
164301,7,55,1,7,1
164301,7,56,1,9,1
164301,8,57,1,7,1
164301,8,58,1,6,1
164301,5,59,1,4,1
164301,5,60,1,6,1
164401,8,55,1,10,0
164401,9,56,1,6,0
164401,9,57,1,8,0
164401,8,58,1,8,0
164401,8,59,1,8,0
164401,9,60,1,8,0
165101,6,55,1,4,1
165101,8,56,1,3,1
165101,7,57,1,5,1
165101,4,58,1,2,1
165101,8,59,1,8,1
165101,8,60,1,3,1
165201,8,55,2,8,0
165201,8,56,2,9,0
165201,8,57,2,8,0
165201,10,58,2,9,0
165201,8,59,2,9,0
165201,8,60,2,8,0
165902,8,55,2,3,0
165902,7,56,2,7,0
165902,6,57,2,2,0
165902,8,58,2,7,0
165902,5,59,2,3,0
166101,8,55,1,8,1
166101,9,56,1,7,1
166101,7,57,1,3,1
166101,8,58,1,7,1
166101,9,59,1,7,1
166101,8,60,1,3,1
166401,9,55,1,9,1
166401,8,56,1,8,1
166401,8,57,1,8,1
166401,8,58,1,8,1
166401,8,59,1,8,1
166401,7,60,1,8,1
166601,7,55,1,8,1
166601,8,56,1,8,1
166601,8,57,1,8,1
166601,8,58,1,8,1
166601,9,59,1,9,1
166601,7,60,1,8,1
166801,8,55,1,8,1
166801,9,56,1,8,1
166801,8,57,1,8,1
167001,8,55,1,9,1
167001,8,56,1,9,1
